2016-07-07 11:28:41     0.7   12.9  STATUS STARTED RnBeads Pipeline
2016-07-07 15:33:41     3.7   15.5    INFO             Density estimation ( all samples--promoters ): Groupwise retained observations after subsampling: all:1000000/2753836
2016-07-07 15:33:53     3.7   15.5    INFO             processing beta_density_samples_1_5
2016-07-07 15:33:53     3.7   15.5    INFO             Density estimation ( all samples--cpgislands ): Groupwise retained observations after missing value removal: all:2376912/2376912
2016-07-07 15:33:53     3.7   15.5    INFO             Density estimation ( all samples--cpgislands ): Groupwise retained observations after subsampling: all:1000000/2376912
2016-07-07 15:34:05     3.7   15.5    INFO             processing beta_density_samples_2_1
2016-07-07 15:34:06     3.7   15.5    INFO             Density estimation ( Sentrix_ID--sites ): Groupwise retained observations after missing value removal: 5684819001:1379316/1379316; 5684819004:5517264/5517264; 5727920027:1379316/1379316; 5727920033:5517264/5517264; 5727920038:5517264/5517264; 7800246024:5517264/5517264; 7800246085:5517264/5517264; 7800246087:5517264/5517264; 7800246123:5517264/5517264; 7800246132:919544/919544
2016-07-07 15:34:08     3.7   15.5    INFO             Density estimation ( Sentrix_ID--sites ): Groupwise retained observations after subsampling: 5684819001:326087/1379316; 5684819004:1304348/5517264; 5727920027:326087/1379316; 5727920033:1304348/5517264; 5727920038:1304348/5517264; 7800246024:1304348/5517264; 7800246085:1304348/5517264; 7800246087:1304348/5517264; 7800246123:1304348/5517264; 7800246132:217391/919544
2016-07-07 15:35:09     3.7   15.5    INFO             processing beta_density_samples_2_2
2016-07-07 15:35:10     3.7   15.5    INFO             Density estimation ( Sentrix_ID--tiling ): Groupwise retained observations after missing value removal: 5684819001:393843/393843; 5684819004:1575372/1575372; 5727920027:393843/393843; 5727920033:1575372/1575372; 5727920038:1575372/1575372; 7800246024:1575372/1575372; 7800246085:1575372/1575372; 7800246087:1575372/1575372; 7800246123:1575372/1575372; 7800246132:262562/262562
2016-07-07 15:35:11     3.7   15.5    INFO             Density estimation ( Sentrix_ID--tiling ): Groupwise retained observations after subsampling: 5684819001:326087/393843; 5684819004:1304348/1575372; 5727920027:326087/393843; 5727920033:1304348/1575372; 5727920038:1304348/1575372; 7800246024:1304348/1575372; 7800246085:1304348/1575372; 7800246087:1304348/1575372; 7800246123:1304348/1575372; 7800246132:217391/262562
2016-07-07 15:36:06     3.7   15.5    INFO             processing beta_density_samples_2_3
2016-07-07 15:36:06     3.7   15.5    INFO             Density estimation ( Sentrix_ID--genes ): Groupwise retained observations after missing value removal: 5684819001:89277/89277; 5684819004:357108/357108; 5727920027:89277/89277; 5727920033:357108/357108; 5727920038:357108/357108; 7800246024:357108/357108; 7800246085:357108/357108; 7800246087:357108/357108; 7800246123:357108/357108; 7800246132:59518/59518
2016-07-07 15:36:26     3.7   15.5    INFO             processing beta_density_samples_2_4
2016-07-07 15:36:27     3.7   15.5    INFO             Density estimation ( Sentrix_ID--promoters ): Groupwise retained observations after missing value removal: 5684819001:89799/89799; 5684819004:359196/359196; 5727920027:89799/89799; 5727920033:359196/359196; 5727920038:359196/359196; 7800246024:359196/359196; 7800246085:359196/359196; 7800246087:359196/359196; 7800246123:359196/359196; 7800246132:59866/59866
2016-07-07 15:36:48     3.7   15.5    INFO             processing beta_density_samples_2_5
2016-07-07 15:36:48     3.7   15.5    INFO             Density estimation ( Sentrix_ID--cpgislands ): Groupwise retained observations after missing value removal: 5684819001:77508/77508; 5684819004:310032/310032; 5727920027:77508/77508; 5727920033:310032/310032; 5727920038:310032/310032; 7800246024:310032/310032; 7800246085:310032/310032; 7800246087:310032/310032; 7800246123:310032/310032; 7800246132:51672/51672
2016-07-07 15:37:07     3.7   15.5    INFO             processing beta_density_samples_3_1
2016-07-07 15:37:08     3.7   15.5    INFO             Density estimation ( Sentrix_Position--sites ): Groupwise retained observations after missing value removal: R01C01:3678176/3678176; R01C02:3218404/3218404; R02C01:3678176/3678176; R02C02:3218404/3218404; R03C01:3218404/3218404; R03C02:3218404/3218404; R04C01:3218404/3218404; R04C02:4137948/4137948; R05C01:3218404/3218404; R05C02:4137948/4137948; R06C01:3218404/3218404; R06C02:4137948/4137948
2016-07-07 15:37:11     3.7   15.5    INFO             Density estimation ( Sentrix_Position--sites ): Groupwise retained observations after subsampling: R01C01:1043478/3678176; R01C02:913043/3218404; R02C01:1043478/3678176; R02C02:913043/3218404; R03C01:913043/3218404; R03C02:913043/3218404; R04C01:913043/3218404; R04C02:1173913/4137948; R05C01:913043/3218404; R05C02:1173913/4137948; R06C01:913043/3218404; R06C02:1173913/4137948
2016-07-07 15:38:20     3.7   15.5    INFO             processing beta_density_samples_3_2
2016-07-07 15:38:20     3.7   15.5    INFO             Density estimation ( Sentrix_Position--tiling ): Groupwise retained observations after missing value removal: R01C01:1050248/1050248; R01C02:918967/918967; R02C01:1050248/1050248; R02C02:918967/918967; R03C01:918967/918967; R03C02:918967/918967; R04C01:918967/918967; R04C02:1181529/1181529; R05C01:918967/918967; R05C02:1181529/1181529; R06C01:918967/918967; R06C02:1181529/1181529
2016-07-07 15:38:21     3.7   15.5    INFO             Density estimation ( Sentrix_Position--tiling ): Groupwise retained observations after subsampling: R01C01:1043478/1050248; R01C02:913043/918967; R02C01:1043478/1050248; R02C02:913043/918967; R03C01:913043/918967; R03C02:913043/918967; R04C01:913043/918967; R04C02:1173913/1181529; R05C01:913043/918967; R05C02:1173913/1181529; R06C01:913043/918967; R06C02:1173913/1181529
2016-07-07 15:39:30     3.7   15.5    INFO             processing beta_density_samples_3_3
2016-07-07 15:39:30     3.7   15.5    INFO             Density estimation ( Sentrix_Position--genes ): Groupwise retained observations after missing value removal: R01C01:238072/238072; R01C02:208313/208313; R02C01:238072/238072; R02C02:208313/208313; R03C01:208313/208313; R03C02:208313/208313; R04C01:208313/208313; R04C02:267831/267831; R05C01:208313/208313; R05C02:267831/267831; R06C01:208313/208313; R06C02:267831/267831
2016-07-07 15:39:52     3.7   15.5    INFO             processing beta_density_samples_3_4
2016-07-07 15:39:53     3.7   15.5    INFO             Density estimation ( Sentrix_Position--promoters ): Groupwise retained observations after missing value removal: R01C01:239464/239464; R01C02:209531/209531; R02C01:239464/239464; R02C02:209531/209531; R03C01:209531/209531; R03C02:209531/209531; R04C01:209531/209531; R04C02:269397/269397; R05C01:209531/209531; R05C02:269397/269397; R06C01:209531/209531; R06C02:269397/269397
2016-07-07 15:40:15     3.7   15.5    INFO             processing beta_density_samples_3_5
2016-07-07 15:40:15     3.7   15.5    INFO             Density estimation ( Sentrix_Position--cpgislands ): Groupwise retained observations after missing value removal: R01C01:206688/206688; R01C02:180852/180852; R02C01:206688/206688; R02C02:180852/180852; R03C01:180852/180852; R03C02:180852/180852; R04C01:180852/180852; R04C02:232524/232524; R05C01:180852/180852; R05C02:232524/232524; R06C01:180852/180852; R06C02:232524/232524
2016-07-07 15:40:37     3.7   15.5    INFO             processing beta_density_samples_4_1
2016-07-07 15:40:39     3.7   15.5    INFO             Density estimation ( diseaseState--sites ): Groupwise retained observations after missing value removal: Normal:17471336/17471336; RheumatoidArthritis:5517264/5517264
2016-07-07 15:40:40     3.7   15.5    INFO             Density estimation ( diseaseState--sites ): Groupwise retained observations after subsampling: Normal:1520000/17471336; RheumatoidArthritis:480000/5517264
2016-07-07 15:41:00     3.7   15.5    INFO             processing beta_density_samples_4_2
2016-07-07 15:41:00     3.7   15.5    INFO             Density estimation ( diseaseState--tiling ): Groupwise retained observations after missing value removal: Normal:4988678/4988678; RheumatoidArthritis:1575372/1575372
2016-07-07 15:41:01     3.7   15.5    INFO             Density estimation ( diseaseState--tiling ): Groupwise retained observations after subsampling: Normal:1520000/4988678; RheumatoidArthritis:480000/1575372
2016-07-07 15:41:20     3.7   15.5    INFO             processing beta_density_samples_4_3
2016-07-07 15:41:20     3.7   15.5    INFO             Density estimation ( diseaseState--genes ): Groupwise retained observations after missing value removal: Normal:1130842/1130842; RheumatoidArthritis:357108/357108
2016-07-07 15:41:37     3.7   15.5    INFO             processing beta_density_samples_4_4
2016-07-07 15:41:37     3.7   15.5    INFO             Density estimation ( diseaseState--promoters ): Groupwise retained observations after missing value removal: Normal:1137454/1137454; RheumatoidArthritis:359196/359196
2016-07-07 15:41:54     3.7   15.5    INFO             processing beta_density_samples_4_5
2016-07-07 15:41:55     3.7   15.5    INFO             Density estimation ( diseaseState--cpgislands ): Groupwise retained observations after missing value removal: Normal:981768/981768; RheumatoidArthritis:310032/310032
2016-07-07 15:42:10     3.7   15.5    INFO             processing beta_density_samples_5_1
2016-07-07 15:42:13     3.7   15.5    INFO             Density estimation ( gender--sites ): Groupwise retained observations after missing value removal: f:15172476/15172476; m:7816124/7816124
2016-07-07 15:42:14     3.7   15.5    INFO             Density estimation ( gender--sites ): Groupwise retained observations after subsampling: f:1320000/15172476; m:680000/7816124
2016-07-07 15:42:33     3.7   15.5    INFO             processing beta_density_samples_5_2
2016-07-07 15:42:34     3.7   15.5    INFO             Density estimation ( gender--tiling ): Groupwise retained observations after missing value removal: f:4332273/4332273; m:2231777/2231777
2016-07-07 15:42:35     3.7   15.5    INFO             Density estimation ( gender--tiling ): Groupwise retained observations after subsampling: f:1320000/4332273; m:680000/2231777
2016-07-07 15:42:54     3.7   15.5    INFO             processing beta_density_samples_5_3
2016-07-07 15:42:54     3.7   15.5    INFO             Density estimation ( gender--genes ): Groupwise retained observations after missing value removal: f:982047/982047; m:505903/505903
2016-07-07 15:43:11     3.7   15.5    INFO             processing beta_density_samples_5_4
2016-07-07 15:43:11     3.7   15.5    INFO             Density estimation ( gender--promoters ): Groupwise retained observations after missing value removal: f:987789/987789; m:508861/508861
2016-07-07 15:43:28     3.7   15.5    INFO             processing beta_density_samples_5_5
2016-07-07 15:43:28     3.7   15.5    INFO             Density estimation ( gender--cpgislands ): Groupwise retained observations after missing value removal: f:852588/852588; m:439212/439212
2016-07-07 15:43:44     3.7   15.5    INFO             processing beta_density_samples_6_1
2016-07-07 15:43:52     4.2   15.5    INFO             Density estimation ( CellType--sites ): Groupwise retained observations after missing value removal: CD14+ Monocytes:2758632/2758632; CD19+ B-cells:2758632/2758632; CD4+ T-cells:2758632/2758632; CD56+ NK-cells:2758632/2758632; CD8+ T-cells:2758632/2758632; Eosinophils:2758632/2758632; Neutrophils:2758632/2758632
2016-07-07 15:43:55     4.0   15.5    INFO             Density estimation ( CellType--sites ): Groupwise retained observations after subsampling: CD14+ Monocytes:1000000/2758632; CD19+ B-cells:1000000/2758632; CD4+ T-cells:1000000/2758632; CD56+ NK-cells:1000000/2758632; CD8+ T-cells:1000000/2758632; Eosinophils:1000000/2758632; Neutrophils:1000000/2758632
2016-07-07 15:44:38     3.6   15.5    INFO             processing beta_density_samples_6_2
2016-07-07 15:44:40     3.6   15.5    INFO             Density estimation ( CellType--tiling ): Groupwise retained observations after missing value removal: CD14+ Monocytes:787686/787686; CD19+ B-cells:787686/787686; CD4+ T-cells:787686/787686; CD56+ NK-cells:787686/787686; CD8+ T-cells:787686/787686; Eosinophils:787686/787686; Neutrophils:787686/787686
2016-07-07 15:45:16     3.6   15.5    INFO             processing beta_density_samples_6_3
2016-07-07 15:45:16     3.6   15.5    INFO             Density estimation ( CellType--genes ): Groupwise retained observations after missing value removal: CD14+ Monocytes:178554/178554; CD19+ B-cells:178554/178554; CD4+ T-cells:178554/178554; CD56+ NK-cells:178554/178554; CD8+ T-cells:178554/178554; Eosinophils:178554/178554; Neutrophils:178554/178554
2016-07-07 15:45:33     3.6   15.5    INFO             processing beta_density_samples_6_4
2016-07-07 15:45:33     3.6   15.5    INFO             Density estimation ( CellType--promoters ): Groupwise retained observations after missing value removal: CD14+ Monocytes:179598/179598; CD19+ B-cells:179598/179598; CD4+ T-cells:179598/179598; CD56+ NK-cells:179598/179598; CD8+ T-cells:179598/179598; Eosinophils:179598/179598; Neutrophils:179598/179598
2016-07-07 15:45:50     3.6   15.5    INFO             processing beta_density_samples_6_5
2016-07-07 15:45:50     3.6   15.5    INFO             Density estimation ( CellType--cpgislands ): Groupwise retained observations after missing value removal: CD14+ Monocytes:155016/155016; CD19+ B-cells:155016/155016; CD4+ T-cells:155016/155016; CD56+ NK-cells:155016/155016; CD8+ T-cells:155016/155016; Eosinophils:155016/155016; Neutrophils:155016/155016
2016-07-07 15:46:06     3.6   15.5    INFO             processing beta_density_samples_7_1
2016-07-07 15:46:08     3.6   15.5    INFO             Density estimation ( AnalysisGroup--sites ): Groupwise retained observations after missing value removal: wb_case:5517264/5517264; wb_case_ctrl:19310424/19310424; wb_ctrl:17471336/17471336
2016-07-07 15:46:09     3.6   15.5    INFO             Density estimation ( AnalysisGroup--sites ): Groupwise retained observations after subsampling: wb_case:391304/5517264; wb_case_ctrl:1369565/19310424; wb_ctrl:1239130/17471336
2016-07-07 15:46:35     3.6   15.5    INFO             processing beta_density_samples_7_2
2016-07-07 15:46:35     3.6   15.5    INFO             Density estimation ( AnalysisGroup--tiling ): Groupwise retained observations after missing value removal: wb_case:1575372/1575372; wb_case_ctrl:5513802/5513802; wb_ctrl:4988678/4988678
2016-07-07 15:46:36     3.6   15.5    INFO             Density estimation ( AnalysisGroup--tiling ): Groupwise retained observations after subsampling: wb_case:391304/1575372; wb_case_ctrl:1369565/5513802; wb_ctrl:1239130/4988678
2016-07-07 15:47:00     3.6   15.5    INFO             processing beta_density_samples_7_3
2016-07-07 15:47:00     3.6   15.5    INFO             Density estimation ( AnalysisGroup--genes ): Groupwise retained observations after missing value removal: wb_case:357108/357108; wb_case_ctrl:1249878/1249878; wb_ctrl:1130842/1130842
2016-07-07 15:47:23     3.6   15.5    INFO             processing beta_density_samples_7_4
2016-07-07 15:47:23     3.6   15.5    INFO             Density estimation ( AnalysisGroup--promoters ): Groupwise retained observations after missing value removal: wb_case:359196/359196; wb_case_ctrl:1257186/1257186; wb_ctrl:1137454/1137454
2016-07-07 15:47:46     3.6   15.5    INFO             processing beta_density_samples_7_5
2016-07-07 15:47:46     3.6   15.5    INFO             Density estimation ( AnalysisGroup--cpgislands ): Groupwise retained observations after missing value removal: wb_case:310032/310032; wb_case_ctrl:1085112/1085112; wb_ctrl:981768/981768
2016-07-07 15:48:07     3.6   15.5    INFO             processing beta_density_samples_8_1
2016-07-07 15:48:08     3.6   15.5    INFO             Density estimation ( Predicted Gender--sites ): Groupwise retained observations after missing value removal: female:15172476/15172476; male:27126548/27126548
2016-07-07 15:48:09     3.6   15.5    INFO             Density estimation ( Predicted Gender--sites ): Groupwise retained observations after subsampling: female:717391/15172476; male:1282609/27126548
2016-07-07 15:48:29     3.6   15.5    INFO             processing beta_density_samples_8_2
2016-07-07 15:48:29     3.6   15.5    INFO             Density estimation ( Predicted Gender--tiling ): Groupwise retained observations after missing value removal: female:4332273/4332273; male:7745579/7745579
2016-07-07 15:48:30     3.6   15.5    INFO             Density estimation ( Predicted Gender--tiling ): Groupwise retained observations after subsampling: female:717391/4332273; male:1282609/7745579
2016-07-07 15:48:49     3.6   15.5    INFO             processing beta_density_samples_8_3
2016-07-07 15:48:49     3.6   15.5    INFO             Density estimation ( Predicted Gender--genes ): Groupwise retained observations after missing value removal: female:982047/982047; male:1755781/1755781
2016-07-07 15:48:49     3.6   15.5    INFO             Density estimation ( Predicted Gender--genes ): Groupwise retained observations after subsampling: female:717391/982047; male:1282609/1755781
2016-07-07 15:49:08     3.6   15.5    INFO             processing beta_density_samples_8_4
2016-07-07 15:49:08     3.6   15.5    INFO             Density estimation ( Predicted Gender--promoters ): Groupwise retained observations after missing value removal: female:987789/987789; male:1766047/1766047
2016-07-07 15:49:08     3.6   15.5    INFO             Density estimation ( Predicted Gender--promoters ): Groupwise retained observations after subsampling: female:717391/987789; male:1282609/1766047
2016-07-07 15:49:27     3.6   15.5    INFO             processing beta_density_samples_8_5
2016-07-07 15:49:27     3.6   15.5    INFO             Density estimation ( Predicted Gender--cpgislands ): Groupwise retained observations after missing value removal: female:852588/852588; male:1524324/1524324
2016-07-07 15:49:28     3.6   15.5    INFO             Density estimation ( Predicted Gender--cpgislands ): Groupwise retained observations after subsampling: female:717391/852588; male:1282609/1524324
2016-07-07 15:49:46     3.6   15.5  STATUS         COMPLETED Methylation Value Distributions - Sample Groups
2016-07-07 15:49:47     3.6   15.5  STATUS         STARTED Methylation Value Distributions - Probe Categories
2016-07-07 15:49:52     3.6   15.5    INFO             Density estimation ( CGI Relation--all samples ): Groupwise retained observations after missing value removal: Open Sea:15195364/15195364; Shelf:4082224/4082224; Shore:9815112/9815112; Island:13206324/13206324
2016-07-07 15:49:55     3.6   15.5    INFO             Density estimation ( CGI Relation--all samples ): Groupwise retained observations after subsampling: Open Sea:1436947/15195364; Shelf:386035/4082224; Shore:928164/9815112; Island:1248854/13206324
2016-07-07 15:50:20     3.9   15.5    INFO             Density estimation ( Design--all samples ): Groupwise retained observations after missing value removal: I:11925132/11925132; II:30373892/30373892
2016-07-07 15:50:22     3.9   15.5    INFO             Density estimation ( Design--all samples ): Groupwise retained observations after subsampling: I:563849/11925132; II:1436151/30373892
2016-07-07 15:50:32     3.9   15.5    INFO             Density estimation ( CGI Relation--5684819001 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: Open Sea:495501/495501; Shelf:133116/133116; Shore:320058/320058; Island:430641/430641
2016-07-07 15:50:40     3.9   15.5    INFO             Density estimation ( Design--5684819001 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: I:388863/388863; II:990453/990453
2016-07-07 15:50:48     3.9   15.5    INFO             Density estimation ( CGI Relation--5684819004 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: Open Sea:1982004/1982004; Shelf:532464/532464; Shore:1280232/1280232; Island:1722564/1722564
2016-07-07 15:50:49     3.9   15.5    INFO             Density estimation ( CGI Relation--5684819004 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: Open Sea:1436947/1982004; Shelf:386035/532464; Shore:928164/1280232; Island:1248854/1722564
2016-07-07 15:51:09     4.1   15.5    INFO             Density estimation ( Design--5684819004 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: I:1555452/1555452; II:3961812/3961812
2016-07-07 15:51:09     4.1   15.5    INFO             Density estimation ( Design--5684819004 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: I:563849/1555452; II:1436151/3961812
2016-07-07 15:51:20     4.1   15.5    INFO             Density estimation ( CGI Relation--5727920027 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: Open Sea:495501/495501; Shelf:133116/133116; Shore:320058/320058; Island:430641/430641
2016-07-07 15:51:27     4.1   15.5    INFO             Density estimation ( Design--5727920027 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: I:388863/388863; II:990453/990453
2016-07-07 15:51:36     3.8   15.5    INFO             Density estimation ( CGI Relation--5727920033 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: Open Sea:1982004/1982004; Shelf:532464/532464; Shore:1280232/1280232; Island:1722564/1722564
2016-07-07 15:51:36     3.8   15.5    INFO             Density estimation ( CGI Relation--5727920033 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: Open Sea:1436947/1982004; Shelf:386035/532464; Shore:928164/1280232; Island:1248854/1722564
2016-07-07 15:51:56     4.0   15.5    INFO             Density estimation ( Design--5727920033 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: I:1555452/1555452; II:3961812/3961812
2016-07-07 15:51:56     4.0   15.5    INFO             Density estimation ( Design--5727920033 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: I:563849/1555452; II:1436151/3961812
2016-07-07 15:52:07     4.0   15.5    INFO             Density estimation ( CGI Relation--5727920038 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: Open Sea:1982004/1982004; Shelf:532464/532464; Shore:1280232/1280232; Island:1722564/1722564
2016-07-07 15:52:07     4.0   15.5    INFO             Density estimation ( CGI Relation--5727920038 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: Open Sea:1436947/1982004; Shelf:386035/532464; Shore:928164/1280232; Island:1248854/1722564
2016-07-07 15:52:27     3.9   15.5    INFO             Density estimation ( Design--5727920038 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: I:1555452/1555452; II:3961812/3961812
2016-07-07 15:52:27     3.9   15.5    INFO             Density estimation ( Design--5727920038 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: I:563849/1555452; II:1436151/3961812
2016-07-07 15:52:38     3.9   15.5    INFO             Density estimation ( CGI Relation--7800246024 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: Open Sea:1982004/1982004; Shelf:532464/532464; Shore:1280232/1280232; Island:1722564/1722564
2016-07-07 15:52:39     3.9   15.5    INFO             Density estimation ( CGI Relation--7800246024 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: Open Sea:1436947/1982004; Shelf:386035/532464; Shore:928164/1280232; Island:1248854/1722564
2016-07-07 15:52:59     4.1   15.5    INFO             Density estimation ( Design--7800246024 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: I:1555452/1555452; II:3961812/3961812
2016-07-07 15:53:00     4.1   15.5    INFO             Density estimation ( Design--7800246024 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: I:563849/1555452; II:1436151/3961812
2016-07-07 15:53:10     3.7   15.5    INFO             Density estimation ( CGI Relation--7800246085 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: Open Sea:1982004/1982004; Shelf:532464/532464; Shore:1280232/1280232; Island:1722564/1722564
2016-07-07 15:53:11     3.7   15.5    INFO             Density estimation ( CGI Relation--7800246085 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: Open Sea:1436947/1982004; Shelf:386035/532464; Shore:928164/1280232; Island:1248854/1722564
2016-07-07 15:53:30     3.7   15.5    INFO             Density estimation ( Design--7800246085 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: I:1555452/1555452; II:3961812/3961812
2016-07-07 15:53:31     3.7   15.5    INFO             Density estimation ( Design--7800246085 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: I:563849/1555452; II:1436151/3961812
2016-07-07 15:53:41     3.9   15.5    INFO             Density estimation ( CGI Relation--7800246087 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: Open Sea:1982004/1982004; Shelf:532464/532464; Shore:1280232/1280232; Island:1722564/1722564
2016-07-07 15:53:42     3.9   15.5    INFO             Density estimation ( CGI Relation--7800246087 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: Open Sea:1436947/1982004; Shelf:386035/532464; Shore:928164/1280232; Island:1248854/1722564
2016-07-07 15:54:02     4.1   15.5    INFO             Density estimation ( Design--7800246087 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: I:1555452/1555452; II:3961812/3961812
2016-07-07 15:54:02     4.1   15.5    INFO             Density estimation ( Design--7800246087 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: I:563849/1555452; II:1436151/3961812
2016-07-07 15:54:13     4.1   15.5    INFO             Density estimation ( CGI Relation--7800246123 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: Open Sea:1982004/1982004; Shelf:532464/532464; Shore:1280232/1280232; Island:1722564/1722564
2016-07-07 15:54:13     4.1   15.5    INFO             Density estimation ( CGI Relation--7800246123 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: Open Sea:1436947/1982004; Shelf:386035/532464; Shore:928164/1280232; Island:1248854/1722564
2016-07-07 15:54:34     3.6   15.5    INFO             Density estimation ( Design--7800246123 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: I:1555452/1555452; II:3961812/3961812
2016-07-07 15:54:34     3.6   15.5    INFO             Density estimation ( Design--7800246123 (based on Sentrix_ID) ): Groupwise retained observations after subsampling: I:563849/1555452; II:1436151/3961812
2016-07-07 15:54:44     3.8   15.5    INFO             Density estimation ( CGI Relation--7800246132 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: Open Sea:330334/330334; Shelf:88744/88744; Shore:213372/213372; Island:287094/287094
2016-07-07 15:54:50     3.8   15.5    INFO             Density estimation ( Design--7800246132 (based on Sentrix_ID) ): Groupwise retained observations after missing value removal: I:259242/259242; II:660302/660302
2016-07-07 15:54:55     3.6   15.5    INFO             Density estimation ( CGI Relation--R01C01 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: Open Sea:1321336/1321336; Shelf:354976/354976; Shore:853488/853488; Island:1148376/1148376
2016-07-07 15:55:13     4.0   15.5    INFO             Density estimation ( Design--R01C01 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: I:1036968/1036968; II:2641208/2641208
2016-07-07 15:55:13     4.0   15.5    INFO             Density estimation ( Design--R01C01 (based on Sentrix_Position) ): Groupwise retained observations after subsampling: I:563849/1036968; II:1436151/2641208
2016-07-07 15:55:24     4.0   15.5    INFO             Density estimation ( CGI Relation--R01C02 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: Open Sea:1156169/1156169; Shelf:310604/310604; Shore:746802/746802; Island:1004829/1004829
2016-07-07 15:55:40     4.1   15.5    INFO             Density estimation ( Design--R01C02 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: I:907347/907347; II:2311057/2311057
2016-07-07 15:55:40     4.1   15.5    INFO             Density estimation ( Design--R01C02 (based on Sentrix_Position) ): Groupwise retained observations after subsampling: I:563849/907347; II:1436151/2311057
2016-07-07 15:55:50     4.1   15.5    INFO             Density estimation ( CGI Relation--R02C01 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: Open Sea:1321336/1321336; Shelf:354976/354976; Shore:853488/853488; Island:1148376/1148376
2016-07-07 15:56:09     4.1   15.5    INFO             Density estimation ( Design--R02C01 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: I:1036968/1036968; II:2641208/2641208
2016-07-07 15:56:09     4.1   15.5    INFO             Density estimation ( Design--R02C01 (based on Sentrix_Position) ): Groupwise retained observations after subsampling: I:563849/1036968; II:1436151/2641208
2016-07-07 15:56:19     4.1   15.5    INFO             Density estimation ( CGI Relation--R02C02 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: Open Sea:1156169/1156169; Shelf:310604/310604; Shore:746802/746802; Island:1004829/1004829
2016-07-07 15:56:35     4.1   15.5    INFO             Density estimation ( Design--R02C02 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: I:907347/907347; II:2311057/2311057
2016-07-07 15:56:35     4.1   15.5    INFO             Density estimation ( Design--R02C02 (based on Sentrix_Position) ): Groupwise retained observations after subsampling: I:563849/907347; II:1436151/2311057
2016-07-07 15:56:45     4.1   15.5    INFO             Density estimation ( CGI Relation--R03C01 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: Open Sea:1156169/1156169; Shelf:310604/310604; Shore:746802/746802; Island:1004829/1004829
2016-07-07 15:57:02     4.1   15.5    INFO             Density estimation ( Design--R03C01 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: I:907347/907347; II:2311057/2311057
2016-07-07 15:57:02     4.1   15.5    INFO             Density estimation ( Design--R03C01 (based on Sentrix_Position) ): Groupwise retained observations after subsampling: I:563849/907347; II:1436151/2311057
2016-07-07 15:57:13     4.1   15.5    INFO             Density estimation ( CGI Relation--R03C02 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: Open Sea:1156169/1156169; Shelf:310604/310604; Shore:746802/746802; Island:1004829/1004829
2016-07-07 15:57:28     4.0   15.5    INFO             Density estimation ( Design--R03C02 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: I:907347/907347; II:2311057/2311057
2016-07-07 15:57:29     4.0   15.5    INFO             Density estimation ( Design--R03C02 (based on Sentrix_Position) ): Groupwise retained observations after subsampling: I:563849/907347; II:1436151/2311057
2016-07-07 15:57:39     4.0   15.5    INFO             Density estimation ( CGI Relation--R04C01 (based on Sentrix_Position) ): Groupwise retained observations after missing value removal: Open Sea:1156169/1156169; Shelf:310604/310604; Shore:746802/746802; Island:1004829/1004829
