id,cgid,Chromosome,Start,Strand,mean.Normal,mean.RheumatoidArthritis,mean.diff,mean.quot.log2,diffmeth.p.val,max.Normal,min.Normal,sd.Normal,max.RheumatoidArthritis,min.RheumatoidArthritis,sd.RheumatoidArthritis,min.diff,diffmeth.p.adj.fdr,combinedRank,num.na.Normal,num.na.RheumatoidArthritis,mean.covg.Normal,mean.covg.RheumatoidArthritis,min.covg.Normal,min.covg.RheumatoidArthritis,max.covg.Normal,max.covg.RheumatoidArthritis,nsamples.covg.thres5.Normal,nsamples.covg.thres5.RheumatoidArthritis
695,cg13360866,chr1,1135492,-,0.346531033800232,0.307749729798155,0.0387813040020769,0.166136761309886,0.000558214019699772,0.43014155316576,0.282173966302801,0.0338725921846219,0.382176590735662,0.258685559707492,0.0353580190954031,0,0.0432655388174989,29118,0,0,10.8421052631579,11.5,3,4,22,17,34,11
696,cg24807889,chr1,1135955,-,0.4842540561591,0.462340057358919,0.0219139988001806,0.0654269155231262,0.0439844126761963,0.544983149580697,0.382029797582001,0.0319586399219636,0.519134443339598,0.413616777529616,0.0395542503771017,0,0.314847875087761,104561,0,0,11.9736842105263,13.25,4,9,18,25,37,12
697,cg05952202,chr1,1136401,-,0.0363334347492761,0.0366342959197187,-0.000300861170442673,-0.00933770095795791,0.921030619736435,0.0468911181915661,0.0284230307602173,0.00330813232067291,0.0433184214361952,0.0302473864630507,0.00395116888910332,0,0.97812394492813,432935,0,0,10.9736842105263,11.25,5,7,21,17,38,12
698,cg04172501,chr1,1136430,-,0.0580823867558859,0.052099265938168,0.00598312081771782,0.132705399529389,0.273106344373198,0.0881879053687213,0.0347564920229425,0.0156886693466063,0.0715414014590379,0.0419082181495471,0.00952011449988127,0,0.653771640669326,192534,0,0,13.9210526315789,14.5833333333333,7,8,21,21,38,12
699,cg23400617,chr1,1137099,-,0.0477549741605294,0.0462832793738754,0.00147169478665404,0.0372388139411135,0.568640603494517,0.0639119099206543,0.0307076685182404,0.0076582474721954,0.061833499572007,0.0377717985629199,0.00778622142560785,0,0.844008146632881,345761,0,0,15.4210526315789,16,6,11,25,26,38,12
700,cg06778273,chr1,1137117,-,0.0482997936260571,0.0471498649225536,0.00114992870350349,0.0287406879360445,0.583362713306055,0.0590846594481611,0.0396953548210809,0.00441136616237443,0.0535119350578168,0.0397356207604959,0.00531988679879967,0,0.850995747999689,366059,0,0,10.2105263157895,10.4166666666667,4,6,17,12,37,12
701,cg18319381,chr1,1138931,-,0.713330963426531,0.71014602061213,0.0031849428144004,0.00636644534168529,0.712133188020896,0.786488665287228,0.655084990238793,0.0313708177880421,0.749699798655346,0.663136211458797,0.0295459124559914,0,0.906776614940577,361080,0,0,9.6578947368421,8.75,5,2,14,14,38,10
702,cg19413397,chr1,1139061,+,0.912281765623239,0.904909779223595,0.00737198639964443,0.011578090844685,0.257218662989375,0.936207103503098,0.882027224122301,0.0142563972746134,0.937588720157157,0.881347802710181,0.0175613916619708,0,0.63954004207638,290998,0,0,16,15.1666666666667,6,8,27,21,38,12
703,cg12810734,chr1,1139603,-,0.78557217854498,0.782336647794133,0.00323553075084637,0.00587929300671531,0.768927806256834,0.825177370039798,0.725035579283602,0.0222379631726677,0.810559475553043,0.762257209930836,0.0170226077956777,0,0.927837116853963,381027,0,0,11.8684210526316,11.25,3,3,18,18,37,11
704,cg08090128,chr1,1140044,-,0.780518125723606,0.800653928933436,-0.0201358032098294,-0.036287611790555,0.00183269966342286,0.819427076017962,0.740431165490219,0.0210035176236398,0.827681423865385,0.775367910611862,0.0185620702064152,0,0.0738884592819411,169252,0,0,12.6052631578947,12.9166666666667,6,8,22,17,38,12
705,cg16046810,chr1,1140664,+,0.856677321024919,0.860821754156135,-0.0041444331312166,-0.00688249513429479,0.492628876313943,0.884301201030595,0.811966135663693,0.0195313540753843,0.891685986474243,0.810474967660385,0.0192682538774214,0,0.805313947657853,338828,0,0,11.8684210526316,12.75,3,6,18,18,36,12
706,cg19237691,chr1,1141617,+,0.0922647601138723,0.0906017785953038,0.00166298151856843,0.0236532741870273,0.903910974321212,0.137554331392424,0.0443328114894609,0.0241098964225724,0.135499978470026,0.0738478306772116,0.0176441698933952,0,0.97280061050923,427212,0,0,9.36842105263158,9.5,4,3,15,15,36,11
707,cg08641866,chr1,1141790,-,0.0153768632993194,0.0156032459123309,-0.000226382613011514,-0.0128129666632202,0.796917142362509,0.0290060682761282,0.0132686178816301,0.00246052130974279,0.0197035706215304,0.0129953409100066,0.00204173588321623,0,0.937751619766216,439094,0,0,10.6842105263158,8.08333333333333,4,4,16,13,37,11
708,cg14886269,chr1,1141927,+,0.0567134128227406,0.0633104297004532,-0.00659701687771254,-0.136041615372693,0.228328126850991,0.171909938005694,0.0374927213806057,0.0219578089442107,0.111244238864126,0.0318758839574782,0.0195688055422356,0,0.611882634372366,180558,0,0,15.5789473684211,14,8,8,31,23,38,12
709,cg15706223,chr1,1141934,+,0.0937729915904718,0.0939948056679283,-0.000221814077456528,-0.00308045996876543,0.977750675213406,0.174727617053806,0.0676298019058421,0.0203002301878282,0.119700502427589,0.0621179331486435,0.0174891714063893,0,0.994094955940662,452212,0,0,13.5526315789474,12.0833333333333,8,7,21,19,38,12
710,cg06097659,chr1,1141991,+,0.0343290276836441,0.0327947656656714,0.00153426201797265,0.0508173708694665,0.415513408524023,0.0776222200332746,0.0283470248809702,0.00791572287220521,0.0399455147917577,0.0289634874053445,0.00307442668429992,0,0.76038326504672,342167,0,0,13.5263157894737,12.8333333333333,6,9,20,16,38,12
711,cg04343794,chr1,1142132,+,0.0920216658212522,0.0948398464510148,-0.00281818062976255,-0.0393115832748849,0.591327320830673,0.181171100804407,0.062147841774869,0.0210109048169665,0.142951960961647,0.0712563605177095,0.0185073664915717,0,0.854894792529573,318022,0,0,9.81578947368421,7.58333333333333,4,3,15,11,37,11
712,cg07671976,chr1,1142215,-,0.0542972065709122,0.0545124676677717,-0.000215261096859522,-0.00482194226287402,0.677345544910292,0.179281763343007,0.03184956196054,0.028681770193825,0.0795796398866275,0.0352452010954045,0.0137737654140308,0,0.892910766750936,440143,0,0,12.5263157894737,14,5,7,19,24,38,12
713,cg25725823,chr1,1142254,-,0.287843664440588,0.291814254084988,-0.00397058964440017,-0.0191056718543338,0.764634390606704,0.480330776267039,0.116132600340039,0.0738636848891602,0.340951629679578,0.201889310465308,0.040791218154977,0,0.926400829098216,379487,0,0,10.2894736842105,8.83333333333333,4,4,15,14,36,10
714,cg00086243,chr1,1142405,+,0.282820541476814,0.275438838114728,0.00738170336208593,0.0368351149398417,0.668109727899565,0.376908981646711,0.155031678624702,0.0469603806314731,0.326336683702018,0.22646142963476,0.0254680830579583,0,0.889028876281797,345520,0,0,11.5526315789474,10.25,3,5,25,16,36,12
715,cg02709725,chr1,1142617,+,0.437714525934546,0.439618625567196,-0.00190409963265059,-0.00612267409448057,0.921846429515033,0.55940301970615,0.349410919835463,0.043979866146261,0.477036560921137,0.384490530316587,0.029083650836735,0,0.978324636219449,433229,0,0,14.1578947368421,12.6666666666667,6,5,23,17,38,12
716,cg10583942,chr1,1142892,+,0.566319674107518,0.555364358144882,0.010955315962636,0.0276883352948987,0.638501930178094,0.73123035197807,0.468505951007921,0.0502887187909368,0.746434135615268,0.478178545638868,0.0755714791259637,0,0.876195180960685,335045,0,0,11.2894736842105,13.1666666666667,5,10,19,20,38,12
717,cg07119157,chr1,1142932,-,0.639345566523121,0.627662893446654,0.0116826730764669,0.0261925200817662,0.624871235792899,0.813223151782186,0.524414592140558,0.0590699972398262,0.801889708289293,0.538868407411215,0.077264666010478,0,0.870147371136779,330172,0,0,7.68421052631579,11,2,3,16,18,28,11
718,cg19092396,chr1,1143751,+,0.473751458109974,0.486952883849676,-0.0132014257397011,-0.0388430664226353,0.380538644101291,0.576383828213552,0.375921275985255,0.0432085437185891,0.572255867724104,0.407074573618963,0.0446811126129736,0,0.736969636301268,237406,0,0,8.97368421052632,8.75,3,4,15,14,35,11
719,cg25144135,chr1,1144012,-,0.281430159363534,0.269256669192644,0.0121734901708906,0.0615584504718999,0.190609083951965,0.348930529698532,0.214614988874225,0.030925248979021,0.331228449228424,0.238222077064757,0.0323261309096608,0,0.570971837802361,153485,0,0,13.5789473684211,13.5,6,8,22,20,38,12
720,cg20996124,chr1,1144203,+,0.0280122914057218,0.0284705165246332,-0.000458225118911422,-0.0172872056993131,0.778414888570235,0.0459759539710597,0.0179987507880192,0.00717163355811031,0.0402307828395811,0.0208878904791981,0.00628311094630786,0,0.931149654283023,418644,0,0,9.52631578947368,9,5,4,18,15,38,10
721,cg16266669,chr1,1144558,+,0.049156412509533,0.048673300035979,0.000483112473554065,0.0118304264752231,0.804336111502538,0.0789449189454772,0.0334941320043183,0.00989604798709293,0.0740558341950892,0.0380543462558948,0.0100940195643452,0,0.940342161403226,416558,0,0,11.8684210526316,11.25,3,6,22,17,37,12
722,cg02296931,chr1,1144658,+,0.0788279946625612,0.0850557713261782,-0.00622777666361705,-0.0977598009650828,0.156307926766004,0.10096596866376,0.0550846373568009,0.0112410246162897,0.108389223134034,0.0597823962764763,0.0138360409953038,0,0.527871600082198,187564,0,0,8.52631578947368,7.08333333333333,4,2,15,12,36,9
723,cg15924570,chr1,1144724,-,0.225453769743701,0.199361126566987,0.0260926431767148,0.169450228534035,0.0689860443478935,0.315536654222312,0.141845608952997,0.0455889226998448,0.247701339639367,0.112410834321045,0.0443109903869703,0,0.381193512613138,83206,0,0,11.1315789473684,11,5,7,16,16,38,12
724,cg15993652,chr1,1145618,+,0.878544404007838,0.887991042564591,-0.00944663855675321,-0.0152571790771829,0.0327384234717584,0.904160640954362,0.84357248181288,0.0129557409667468,0.909042871524683,0.861876848503215,0.0149922261627845,0,0.278085472148561,263247,0,0,11.6578947368421,12.1666666666667,4,8,18,18,36,12
725,cg25625296,chr1,1145848,-,0.854305640669692,0.844663294846623,0.00964234582306922,0.0161854122202966,0.204576918638981,0.904702980513685,0.802955791066401,0.0224685031236424,0.871905501769185,0.811245508244381,0.018446189405122,0,0.586521784634505,257283,0,0,8.47368421052632,11.5,3,7,17,23,35,12
726,cg09503311,chr1,1146777,-,0.886544570507166,0.872705542801277,0.0138390277058894,0.0224430496060206,0.0287055719392321,0.924773445921179,0.855883885727972,0.0178958644025329,0.899415746864411,0.836734405252489,0.0172973041973678,0,0.262109868759451,222193,0,0,13.3947368421053,14.0833333333333,5,6,22,19,38,12
727,cg20544186,chr1,1146903,+,0.850172399021552,0.853491668195997,-0.00331926917444536,-0.00555641808378677,0.501565370984618,0.882857298686754,0.795687869910867,0.022283343913824,0.880392603357173,0.82704759529202,0.0155800214406201,0,0.809740457543171,356107,0,0,8.89473684210526,9.66666666666667,3,7,16,15,36,12
728,cg01437515,chr1,1148315,+,0.0874745734412235,0.0724145640775461,0.0150600093636774,0.242126627173855,0.324623676158605,0.222652303691299,0.0278887927817037,0.0545385363648484,0.150366933005215,0.029993240599045,0.047757554114265,0,0.696063007322772,214424,0,0,10.0263157894737,10.5,3,6,16,17,36,12
729,cg12759096,chr1,1148973,-,0.0718185008591081,0.0732156061014073,-0.0013971052422992,-0.0244270107981866,0.722066041597072,0.166470273327491,0.0441644264046739,0.0233827964505044,0.0974443381700159,0.0569390653934122,0.0123850679836299,0,0.910760182920234,364515,0,0,13.1842105263158,14.75,6,9,22,26,38,12
730,cg22335801,chr1,1149091,-,0.0998732722004592,0.087885713065124,0.0119875591353352,0.166670267237096,0.234655986099181,0.204161643355943,0.0535036029277919,0.0341151866852288,0.113592238219336,0.0570120890248037,0.0189886042223143,0,0.61840159063024,174462,0,0,14.7894736842105,13.75,7,8,27,19,38,12
731,cg14661234,chr1,1149192,+,0.280258113738251,0.276887992639768,0.00337012109848317,0.0168488090080345,0.710806561809795,0.420411473980451,0.211328326840786,0.0469825810012097,0.371292552061417,0.149676820546798,0.0638369087690524,0,0.90628462474359,360603,0,0,10.7894736842105,13,3,4,16,19,36,11
732,cg23394673,chr1,1149211,+,0.124198831960726,0.130747758699714,-0.00654892673898792,-0.0687398340053435,0.652366666338017,0.304555650922754,0.0387110608164685,0.0669384178893645,0.216424685470487,0.0424342792759053,0.0519601804561861,0,0.882461757967468,339890,0,0,11.5,14.5833333333333,5,8,18,19,38,12
733,cg23166857,chr1,1149501,+,0.241173551048247,0.235216277385282,0.00595727366296483,0.0346298063901973,0.566053688217681,0.336788514109485,0.142817256113779,0.0439611284254143,0.33298082092468,0.142098072454133,0.0609990331892275,0,0.842841842565405,308783,0,0,11.7894736842105,11.3333333333333,6,7,18,17,38,12
734,cg09586191,chr1,1149661,-,0.780169023738418,0.807709526754027,-0.0275405030156082,-0.0494271578344986,0.00558929095384223,0.822451879480298,0.702847294575754,0.0309431708874331,0.867876176327962,0.74940814097954,0.0361251172710182,0,0.124601026327956,134571,0,0,16.7368421052632,13.5,6,9,27,19,38,12
735,cg21616720,chr1,1150085,-,0.899165275132033,0.908388854444425,-0.00922357931239226,-0.0145625510097062,0.0506870321719105,0.930813594942671,0.851347477859293,0.016720561930022,0.928158678153077,0.869572303333064,0.0144424834928594,0,0.334644599765751,268059,0,0,11.8947368421053,12.25,3,5,18,19,37,12
736,cg23867494,chr1,1150322,-,0.550071106971726,0.573479896775202,-0.0234087898034758,-0.0590729459060145,0.0353362511549823,0.660466298785345,0.48934966055672,0.0370036981247643,0.618146903928907,0.527721325879596,0.0286530590782741,0,0.286879290230772,115287,0,0,12.1315789473684,12,5,4,20,18,38,11
737,cg21815220,chr1,1150410,+,0.541997521023857,0.542967063847271,-0.000969542823413772,-0.00253176436854095,0.7748988345733,0.594628211036967,0.490497268632227,0.0274606167201691,0.55739064645861,0.527758834671081,0.00975674561951242,0,0.930053171393903,405065,0,0,15.1842105263158,15.25,7,7,27,30,38,12
738,cg17084044,chr1,1150416,+,0.699962307808,0.710433613413214,-0.0104713056052141,-0.0211230615464899,0.367880342927543,0.774323572972833,0.618277482803429,0.0346800946184149,0.737953173526686,0.68700738356207,0.0168166884386861,0,0.728161874544127,232285,0,0,11.7631578947368,11,3,5,18,18,37,12
739,cg16252905,chr1,1150936,+,0.713790568762204,0.722152859619732,-0.00836229085752782,-0.0165725782720691,0.156478573745362,0.768137792456455,0.662556423219103,0.0234591068925019,0.765030622248153,0.680194072837193,0.0257703472876024,0,0.528105860204982,254777,0,0,10.2894736842105,9.83333333333333,3,4,19,18,34,11
740,cg26312965,chr1,1152547,-,0.914328918469861,0.931474531191477,-0.0171456127216169,-0.026515747691231,0.00337856334771988,0.952804266733137,0.861403409664005,0.0231637178906835,0.944016098625918,0.907849044661102,0.0101771167900233,0,0.0987538989411598,204010,0,0,11.1052631578947,10.75,4,9,17,14,37,12
741,cg09315878,chr1,1152580,+,0.766502884120531,0.832991105281746,-0.0664882211612159,-0.118526125683455,9.20470730036703e-05,0.866520220089078,0.624269502377193,0.0541059121460663,0.952857003049144,0.765431874883859,0.049052721246126,0,0.0230502132467593,50711,0,0,13.3684210526316,12.5833333333333,6,8,20,18,38,12
742,cg01075305,chr1,1152914,+,0.957285518881511,0.962736833571229,-0.00545131468971793,-0.00810774716905743,0.0830774877290528,0.967710005124874,0.88864022402552,0.0124971671395216,0.967793091315837,0.955897790470599,0.00337383518529702,0,0.411004562096127,324477,0,0,11.4210526315789,9.91666666666667,6,7,21,16,38,12
743,cg03058163,chr1,1153338,+,0.800214748711859,0.839087539093321,-0.0388727903814614,-0.0676089528871617,0.000413165137232515,0.867164789096165,0.687988824784491,0.0359816547648835,0.89280228313486,0.799614184081389,0.0305019557489551,0,0.0380303939707176,101266,0,0,11.1578947368421,12.25,4,4,19,19,37,11
744,cg03580801,chr1,1153690,+,0.950768068343466,0.947655501147549,0.0031125671959169,0.00468143664373439,0.313173201937371,0.965223078133336,0.912305320201212,0.00901129783619599,0.962707215704672,0.930923364524806,0.0103565286697895,0,0.686943992333981,368724,0,0,10.6578947368421,11.5833333333333,1,6,18,18,36,12
745,cg19862782,chr1,1153924,-,0.769712656075446,0.761930919812577,0.00778173626286915,0.014470805815848,0.407864594785324,0.825278995213546,0.728949600596931,0.022168955494107,0.801568011153154,0.716045844888444,0.026832114449142,0,0.755392972945546,268718,0,0,13.8157894736842,14.3333333333333,5,8,22,23,38,12
746,cg12219387,chr1,1154157,+,0.976289868622004,0.976578879772119,-0.000289011150114593,-0.000422688996775836,0.536556186286335,0.978100787065563,0.972946691465624,0.00121440419683552,0.978846002971042,0.973569086358338,0.00151639800088018,0,0.828250821899805,449493,0,0,14,14,4,10,21,18,37,12
747,cg11727921,chr1,1154318,-,0.881700252881061,0.872646288815979,0.00905396406508141,0.0147234174615459,0.180143906202489,0.930026874819653,0.825323785645705,0.0202121775418894,0.896072846104028,0.843571981589739,0.0176687671490546,0,0.558387456650487,266941,0,0,9.6578947368421,10.0833333333333,2,5,19,13,36,12
748,cg01783406,chr1,1154347,+,0.941056840055972,0.94294265269008,-0.00188581263410836,-0.00285782998922175,0.63990737100308,0.958208450518924,0.886266567284864,0.0130319726884605,0.953798748117931,0.923848389266421,0.00955977844494353,0,0.876789046518578,399076,0,0,13.0263157894737,11.6666666666667,6,8,20,15,38,12
749,cg14531564,chr1,1154853,-,0.676197833091593,0.727844261447646,-0.0516464283560528,-0.104691765235513,0.00351915204684044,0.790455912247781,0.596754245022537,0.04851481935161,0.910545498940076,0.652092000299601,0.0740093416078047,0,0.1008280761894,60548,0,0,12.0526315789474,12,6,8,18,15,38,12
750,cg09276842,chr1,1155026,+,0.942349548112208,0.954112810068181,-0.0117632619559732,-0.0177107708343196,0.0162139522239593,0.966834103110342,0.892953890442533,0.018548859368633,0.969263130677785,0.940761729978979,0.00894063059954237,0,0.203719469358881,247839,0,0,10.9473684210526,9.33333333333333,5,5,18,14,38,12
751,cg07548512,chr1,1155472,+,0.976124304569595,0.975866864890334,0.000257439679260507,0.000376682164158698,0.636473864414723,0.980448100653686,0.964660367442794,0.00237961000076589,0.977978390155145,0.97360175434148,0.0015326014547261,0,0.875307768922084,450649,0,0,8.71052631578947,7.25,4,1,14,13,36,10
752,cg07115976,chr1,1155731,+,0.933560904413492,0.936938385722232,-0.00337748130874027,-0.00515491409535877,0.755556221782927,0.959296769004509,0.885387830767612,0.0178819222704661,0.955330556207592,0.916615793748215,0.0118830647944974,0,0.923446526039536,376176,0,0,11.5526315789474,11.75,6,7,19,17,38,12
753,cg00656410,chr1,1157541,-,0.894023647273785,0.922592775845865,-0.0285691285720797,-0.0448867432871171,8.82959090945122e-05,0.939744053575366,0.831008386734198,0.0261207417001758,0.942972732962106,0.906985491439168,0.0122406439086125,0,0.0228793957529919,145238,0,0,10.9473684210526,9,7,5,17,13,38,12
754,cg10206039,chr1,1157637,+,0.865211591481017,0.89802154571731,-0.0328099542362926,-0.0530946848748586,0.000981590106589229,0.918695930249162,0.785868934394281,0.0322407985066597,0.922796784264961,0.810633517784007,0.0325105823409371,0,0.0551256063076395,126783,0,0,13.4210526315789,12,8,6,21,22,38,12
755,cg05818515,chr1,1158081,-,0.81734840550711,0.828617151516089,-0.0112687460089793,-0.0195173445972791,0.245274711419831,0.872341686711671,0.744790425482757,0.0298325461895037,0.899765934119793,0.722250362790133,0.0417486066348195,0,0.628863356201897,237569,0,0,13.1315789473684,16.3333333333333,7,9,22,23,38,12
756,cg25282454,chr1,1158325,-,0.728865873084734,0.745607444694135,-0.0167415716094009,-0.0323244215361204,0.697288821268608,0.814755329659744,0.438535203763298,0.121124166911411,0.798889468555537,0.47343501503042,0.0888963937653184,0,0.901030544373119,355808,0,0,11.6578947368421,12.3333333333333,4,6,19,22,37,12
757,cg03467014,chr1,1158648,-,0.829953289458415,0.845204775520096,-0.0152514860616811,-0.0259608086041981,0.350683138044758,0.891402506132654,0.710589881517243,0.0516602138582011,0.88327074151339,0.787890764639675,0.0270313696452531,0,0.7158295601523,225241,0,0,11.7631578947368,13.0833333333333,2,7,24,18,37,12
758,cg23082845,chr1,1159282,+,0.929875225857163,0.929324230318323,0.000550995538839527,0.000846018288908452,0.697903816223826,0.946322800559963,0.911302628621429,0.00814000121709077,0.938279219684386,0.904061833220427,0.00965364923378872,0,0.90120722083533,439658,0,0,10.2894736842105,8.83333333333333,0,4,18,16,35,10
759,cg04559485,chr1,1159328,+,0.951856628849596,0.950363430781567,0.00149319806802839,0.00224139777371142,0.842615532525146,0.963635761049754,0.939603867948091,0.0065920583765422,0.959140672000634,0.927199320940387,0.00933094218014524,0,0.95334319776793,410533,0,0,10.7368421052632,9.83333333333333,4,5,20,16,37,12
760,cg21837391,chr1,1159412,+,0.916281840493708,0.913680925793857,0.00260091469985058,0.00405665376618143,0.756586460401272,0.946025798918777,0.857558250371476,0.015802915926476,0.945547706464405,0.870019566527001,0.0210499404029759,0,0.923771139749932,378439,0,0,12.7631578947368,12.75,5,8,19,17,38,12
761,cg17414873,chr1,1160713,-,0.901727087377576,0.8979707454047,0.00375634197287611,0.00595622364993672,0.560495224987253,0.927584289772236,0.866380676827916,0.0142602371493468,0.926061274048425,0.84678134311249,0.0217865428790493,0,0.840024931034076,350702,0,0,7.71052631578947,9,2,4,13,11,33,11
762,cg03935783,chr1,1161069,+,0.969788348389464,0.970652993207395,-0.000864644817930471,-0.00127258984533137,0.293265509942289,0.974487729336639,0.961286690320136,0.00275771319471211,0.973371487558772,0.966922963836135,0.00236309337575571,0,0.671096019456625,430396,0,0,8.68421052631579,7.83333333333333,3,0,18,15,36,9
763,cg20300707,chr1,1162156,-,0.926880589159541,0.933956227019954,-0.00707563786041265,-0.010854780936502,0.0611567079508267,0.953389939456858,0.897790848496056,0.013049555757438,0.9523436946368,0.901834420740722,0.0143541519621846,0,0.362699876625246,297294,0,0,10.2631578947368,8.58333333333333,5,5,15,12,38,12
764,cg23963070,chr1,1162176,+,0.972784495877832,0.973088892937737,-0.000304397059905259,-0.00044677560090556,0.920231738168428,0.977248017702338,0.966397998914971,0.00272065503991001,0.975702030105549,0.968555611619737,0.00182929906778346,0,0.977874349543124,448951,0,0,10.9473684210526,11.9166666666667,2,9,20,14,36,12
765,cg02974491,chr1,1162280,-,0.960890553361718,0.967856465447115,-0.00696591208539654,-0.0103140423332624,0.0131537539316695,0.973873781766094,0.935967695389172,0.0104424451526582,0.976635879497036,0.952011211282573,0.00652094259262713,0,0.185087306891249,302118,0,0,8.94736842105263,11.3333333333333,4,7,15,16,35,12
766,cg09812885,chr1,1162996,+,0.915517069224665,0.91819835658318,-0.00268128735851447,-0.00417354532329786,0.686605860166074,0.93945478807447,0.872498405746481,0.0156104749305813,0.933725215471972,0.899548785102828,0.00913470661336773,0,0.896647095873712,376554,0,0,12.4210526315789,10.3333333333333,8,5,20,15,38,12
767,cg13470499,chr1,1163192,-,0.897910312777418,0.899378772719458,-0.00146845994204048,-0.00233153916361421,0.660153865206667,0.929133016647095,0.838760669384023,0.0193927395657956,0.929136151154396,0.868658981338149,0.0183405323372377,0,0.885623370408061,408789,0,0,12.1842105263158,11.0833333333333,3,8,21,15,37,12
768,cg27310827,chr1,1163671,+,0.969122955425669,0.970246355903646,-0.00112340047797754,-0.00165433281692404,0.265926716941239,0.975871597882412,0.959160103409028,0.00312725179915581,0.974417551643298,0.96615823253838,0.0026842961214042,0,0.647346660709409,422405,0,0,13,14.9166666666667,4,12,20,19,37,12
769,cg11257497,chr1,1163886,+,0.945620086653897,0.944156980711383,0.00146310594251398,0.00221053665016441,0.86589816113867,0.958941170087351,0.917527273579272,0.0087611312043543,0.956669329118066,0.92822621718483,0.00962823608343814,0,0.960979782136672,414281,0,0,11.6842105263158,11.75,3,5,17,17,37,12
770,cg14965611,chr1,1163894,+,0.959880193791683,0.959992598608264,-0.000112404816580147,-0.000167192273915182,0.96456628666649,0.97387369765348,0.921542640720424,0.00840655798696242,0.967353105397562,0.952742654780232,0.00524634826470161,0,0.990492491142682,455724,0,0,10.1578947368421,8.83333333333333,4,5,18,11,35,12
771,cg22718360,chr1,1163950,+,0.951867415197231,0.949915093124827,0.00195232207240381,0.00293124360204527,0.307370663426587,0.966276086739897,0.935960463764124,0.00633388158677884,0.960302070640183,0.940678024136091,0.00610226910117505,0,0.682443157129221,397770,0,0,8.78947368421053,9.33333333333333,4,5,15,14,37,12
772,cg20014591,chr1,1165393,+,0.928988863238701,0.930273165453869,-0.0012843022151674,-0.00197189822067585,0.522360586181342,0.942880153555077,0.907376150079605,0.00844109479637013,0.94475153290037,0.914951721753828,0.00775735582594733,0,0.820918187872037,415925,0,0,14.1842105263158,12.6666666666667,7,7,20,17,38,12
773,cg02224920,chr1,1166824,-,0.0850575241530766,0.0700606035827705,0.0149969205703061,0.247708333668272,0.0755239774732164,0.147280139112229,0.0464027378750176,0.0252981338143632,0.102653198784962,0.051693168271969,0.0152774703663182,0,0.395531052525128,87790,0,0,14.8421052631579,13.75,6,9,29,21,38,12
774,cg20871445,chr1,1166916,-,0.045001947349602,0.0377074197846308,0.00729452756497127,0.205269036814342,0.0223472983788173,0.0809484198210966,0.0294178083379697,0.00995268310271992,0.0521372435965862,0.0283043368383488,0.00696642859118824,0,0.23488700066812,168516,0,0,12.1315789473684,11.6666666666667,4,7,19,21,37,12
775,cg03392900,chr1,1167310,+,0.0268610237251589,0.024408174811275,0.00245284891388391,0.0993447728173616,0.180156037665437,0.0466617271357256,0.0200252297597964,0.00569615286963325,0.0272042260349294,0.0201541108576234,0.00212997396337703,0,0.558394001294402,296236,0,0,12.8684210526316,13.8333333333333,1,9,20,20,37,12
776,cg14074924,chr1,1167315,+,0.0341822967981478,0.0336356810106146,0.000546615787533199,0.0179601054408436,0.903398972805317,0.061447270454551,0.0258856462189155,0.00667771738347876,0.052612193604558,0.0269910688535216,0.0071948219608746,0,0.972704701085556,427013,0,0,9.47368421052632,9.33333333333333,6,4,15,14,38,11
777,cg18387017,chr1,1167389,-,0.0266459142211334,0.0265947776713572,5.11365497762525e-05,0.00201457569151745,0.989016882939371,0.0309573823420167,0.0224370027758232,0.0017780000454501,0.0318993724443251,0.0237752946827987,0.00229882290109104,0,0.997031789225481,456076,0,0,8.71052631578947,8.75,3,4,17,15,36,11
778,cg19945840,chr1,1168036,+,0.446250483462429,0.451079688825822,-0.00482920536339299,-0.015190026890332,0.614961443292688,0.511198547221552,0.392035510156085,0.0238484647850884,0.478840707367085,0.421834156272555,0.0181214328687211,0,0.865517466053514,326674,0,0,13.3947368421053,15.3333333333333,5,11,23,20,38,12
779,cg13924635,chr1,1168432,+,0.966106849709817,0.971907218973038,-0.00580036926322058,-0.00854762852224563,0.243834236316261,0.980443222359843,0.889324650008121,0.0176104609011005,0.980063842567386,0.951498982876303,0.00800605813054627,0,0.627424191289455,319717,0,0,10.6578947368421,9.83333333333333,5,6,16,13,38,12
780,cg22220310,chr1,1168541,-,0.974604665292025,0.975628131962043,-0.00102346667001796,-0.00149885883964626,0.166079078133284,0.979843176327905,0.969994514843207,0.00192947519279208,0.978368792643487,0.971518129353891,0.00202189901360026,0,0.540507035445779,425600,0,0,10.8684210526316,10.8333333333333,5,7,16,15,38,12
781,cg14477263,chr1,1168550,-,0.970916666536106,0.973003397195557,-0.00208673065945142,-0.00306582448297469,0.0345025219945076,0.97704331729979,0.962717402257903,0.00307748575137265,0.978320732949257,0.967934931539167,0.003057215658852,0,0.283830623411321,395309,0,0,10.3157894736842,9.08333333333333,4,5,15,12,36,12
782,cg07810204,chr1,1169394,+,0.950658793943385,0.951469965696169,-0.000811171752784001,-0.0012176848493176,0.665038319621853,0.961962110656352,0.937242553057815,0.00539527628894304,0.961678605136326,0.939616109470025,0.0059396825545065,0,0.887662494815621,431553,0,0,10.8947368421053,11.25,6,6,16,17,38,12
